SPECIES,SCIENTIFIC_NAME,TAXONNAME,OLDTAXONNAME,RANK,GENUS,FAMILY,COMMONNAME,COMMONFAMILY,COMMONFAMILYALL,CRYPTIC,LMAX,LW_A,LW_B,LENGTH_CONVERSION_FACTOR,LENTYP,SLTLRAT,FLTLRAT,TROPHIC,TROPHIC_DEF,TROPHIC_MONREP,SOURCE
SCCO,Scomberomorus commerson,Scomberomorus commerson,NA,Species,Scomberomorus,Scombridae,Narrow-Barred Spanish Mackerel,Tuna,Mackerel,NA,240,0.0162,2.856,0.93,FL,NA,0.93,Pisc,Piscivore,PISCIVORE,Kulbicki
TUNA,Scombridae,Scombridae,NA,Family,Scombridae,Scombridae,Scombridae,Tuna,Tuna,NA,245,0.00572,3.34,0.94,FL,NA,0.94,Pisc,Piscivore,PISCIVORE,FB Used parameters from skipjack tuna Katsuwomus pelamis
SCGU,Scorpaenodes guamensis,Scorpaenodes guamensis,NA,Species,Scorpaenodes,Scorpaenidae,Guam Scorpionfish,Rare_Families,Scorpionfish,Y,14,0.0231,2.986,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
SCPA,Scorpaenodes parvipinnis,Scorpaenodes parvipinnis,NA,Species,Scorpaenodes,Scorpaenidae,Lowfin Scorpionfish,Rare_Families,Scorpionfish,Y,15.7,0.02542,2.99886,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
SCCA,Scorpaenopsis cacopsis,Scorpaenopsis cacopsis,NA,Species,Scorpaenopsis,Scorpaenidae,Titan Scorpionfish,Rare_Families,Scorpionfish,Y,51,0.0246,2.908,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki Scorpaenidae mean
SCDI,Scorpaenopsis diabolus,Scorpaenopsis diabolus,NA,Species,Scorpaenopsis,Scorpaenidae,False Stonefish,Rare_Families,Scorpionfish,Y,30,0.0246,2.908,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki Scorpaenidae mean
SCOX,Scorpaenopsis oxycephala,Scorpaenopsis oxycephala,NA,Species,Scorpaenopsis,Scorpaenidae,Tassled Scorpionfish,Rare_Families,Scorpionfish,Y,36,0.0246,2.908,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Scorpaenidae mean
SCPO,Scorpaenopsis possi,Scorpaenopsis possi,NA,Species,Scorpaenopsis,Scorpaenidae,Poss's Scorpionfish,Rare_Families,Scorpionfish,Y,19,0.0169,3.138,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Scorpaenodes spp.
SCPP,Scorpaenopsis sp.,Scorpaenopsis sp,NA,Genus,Scorpaenopsis,Scorpaenidae,Scorpaenopsis sp.,Rare_Families,Scorpionfish,Y,30,0.01305,3.26066,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SCTI,Scuticaria tigrina,Scuticaria tigrina,NA,Species,Scuticaria,Muraenidae,Tiger Reef-Eel,Rare_Families,Moray,NA,122,0.0047,2.614,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Muraenidae mean
SEBA,Sebastapistes ballieui,Sebastapistes ballieui,NA,Species,Sebastapistes,Scorpaenidae,Spotfin Scorpionfish,Rare_Families,Scorpionfish,Y,11.7,0.0246,2.908,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Scorpaenidae mean
SECO,Sebastapistes coniorta,Sebastapistes coniorta,NA,Species,Sebastapistes,Scorpaenidae,Humpback Nohu,Rare_Families,Scorpionfish,Y,10,0.0246,2.908,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Scorpaenidae mean
SECY,Sebastapistes cyanostigma,Sebastapistes cyanostigma,NA,Species,Sebastapistes,Scorpaenidae,Yellowspotted Scorpionfish,Rare_Families,Scorpionfish,Y,8,0.0246,2.908,1,FL,1,1,MI,Mobile invertivore,SECONDARY,Kulbicki Scorpaenidae mean
SESP,Sebastapistes sp.,Sebastapistes sp,NA,Genus,Sebastapistes,Scorpaenidae,Sebastapistes sp.,Rare_Families,Scorpionfish,Y,10,0.0246,2.908,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Scorpaenidae mean
SEST,Sebastapistes strongia,Sebastapistes strongia,NA,Species,Sebastapistes,Scorpaenidae,Barchin Scorpionfish,Rare_Families,Scorpionfish,Y,6,0.0131,3.261,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Scorpaenopsis spp.
SEOX,Sectator ocyurus,Sectator ocyurus,NA,Species,Sectator,Kyphosidae,Bluestriped Chub,Chub,Chub,NA,59,0.0129,3.151,0.86,FL,NA,0.86,H,Herbivore,PRIMARY,Kulbicki Kyphosid mean
SECR,Selar crumenophthalmus,Selar crumenophthalmus,NA,Species,Selar,Carangidae,Bigeye Scad,Jack,Jack,NA,30,0.0097,3.19378,0.9,FL,NA,0.9,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
SEDU,Seriola dumerili,Seriola dumerili,NA,Species,Seriola,Carangidae,Greater Amberjack,Jack,Jack,NA,190,0.0221,2.94,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
GROU,Serranidae,Serranidae,NA,Family,Serranidae,Serranidae,Serranidae,Grouper,Grouper,NA,128,0.01342,3.03051,1,FL,1,1,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SELA,Serranocirrhitus latus,Serranocirrhitus latus,NA,Species,Serranocirrhitus,Serranidae,Hawkfish Anthias,Anthias,Anthias,NA,13,0.0127,3.085,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Pseudanthias huchtii
RABB,Siganidae,Siganidae,NA,Family,Siganidae,Siganidae,Siganidae,Rare_Families,Rabbitfish,NA,38,0.01448,3.12169,0.95,FL,NA,0.95,H,Herbivore,PRIMARY,Kulbicki 2005
SIAR,Siganus argenteus,Siganus argenteus,NA,Species,Siganus,Siganidae,Streamlined Spinefoot,Rare_Families,Rabbitfish,NA,42,0.0109,3.15419,0.9,FL,NA,0.9,H,Herbivore,PRIMARY,Kulbicki 2005
SICA,Siganus canaliculatus,Siganus canaliculatus,NA,Species,Siganus,Siganidae,Whitespotted spinefoot,Rare_Families,Rabbitfish,NA,30,0.012,3.011,1,TL,NA,NA,H,Herbivore,PRIMARY,FB
SICO,Siganus corallinus,Siganus corallinus,NA,Species,Siganus,Siganidae,Bluespotted spinefoot,Rare_Families,Rabbitfish,NA,35,0.00234,3.821,0.98,FL,0.799,NA,H,Herbivore,PRIMARY,FB
SIGU,Siganus guttatus,Siganus guttatus,NA,Species,Siganus,Siganidae,Goldlined spinefoot,Rare_Families,Rabbitfish,NA,42,0.0023,3.821,0.98,FL,NA,NA,H,Herbivore,PRIMARY,Kulbicki 2005
SIPU,Siganus puellus,Siganus puellus,NA,Species,Siganus,Siganidae,Masked spinefoot,Rare_Families,Rabbitfish,NA,24,0.01761,3.02839,0.91,FL,NA,0.91,H,Herbivore,PRIMARY,Kulbicki 2005
SIPT,Siganus punctatissimus,Siganus punctatissimus,NA,Species,Siganus,Siganidae,Peppered spinefoot,Rare_Families,Rabbitfish,NA,35,0.0095,3.276,0.907,FL,NA,NA,H,Herbivore,PRIMARY,Kulbicki for Siganus punctatus
SIPN,Siganus punctatus,Siganus punctatus,NA,Species,Siganus,Siganidae,Goldspotted Spinefoot,Rare_Families,Rabbitfish,NA,36.5,0.00949,3.27616,0.89,FL,NA,0.89,H,Herbivore,PRIMARY,Kulbicki 2005
SISI,Siganus spinus,Siganus spinus,NA,Species,Siganus,Siganidae,Little Spinefoot,Rare_Families,Rabbitfish,NA,28,0.015,3.093,0.97,FL,NA,0.97,H,Herbivore,PRIMARY,need biomass values- FishBase
SIVI,Siganus virgatus,Siganus virgatus,NA,Species,Siganus,Siganidae,Barhead spinefoot,Rare_Families,Rabbitfish,NA,30,0.0095,3.276,0.98,FL,0.657,NA,H,Herbivore,PRIMARY,Kulbicki for S. punctatus
SIVU,Siganus vulpinus,Siganus vulpinus,NA,Species,Siganus,Siganidae,Foxface,Rare_Families,Rabbitfish,NA,25,0.0145,3.122,0.97,FL,NA,0.97,H,Herbivore,PRIMARY,Kulbicki Siganidae mean
SISP,Siphamia sp.,Siphamia sp,NA,Genus,Siphamia,Apogonidae,Siphamia sp.,Rare_Families,Cardinalfish,NA,4,0.0155,3.121,0.95,FL,NA,0.95,Pk,Planktivore,PLANKTIVORE,Kulbicki Apogon mean
SOCY,Solenostomus cyanopterus,Solenostomus cyanopterus,NA,Species,Solenostomus,Solenostomidae,Robust Ghost Pipefish,Rare_Families,Ghost pipefish,Y,17,0.004,2.949,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Hippocampus hippocampus
SOPA,Solenostomus paradoxus,Solenostomus paradoxus,NA,Species,Solenostomus,Solenostomidae,Harlequin Ghost Pipefish,Rare_Families,Ghost pipefish,Y,12,0.004,2.949,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Hippocampus hippocampus
SPBA,Sphyraena barracuda,Sphyraena barracuda,NA,Species,Sphyraena,Sphyraenidae,Great Barracuda,Barracuda,Barracuda,NA,200,0.00617,3.01095,0.89,FL,0.84,0.89,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SPFL,Sphyraena flavicauda,Sphyraena flavicauda,NA,Species,Sphyraena,Sphyraenidae,Yellowtail Barracuda,Barracuda,Barracuda,NA,60,0.0044,3.083,0.958,FL,0.958,0.958,Pisc,Piscivore,PISCIVORE,FB
SPHE,Sphyraena helleri,Sphyraena helleri,NA,Species,Sphyraena,Sphyraenidae,Heller's Barracuda,Barracuda,Barracuda,NA,80,0.00561,3.019,0.93,FL,0.82,0.93,Pisc,Piscivore,PISCIVORE,FB Used parameters from S. forsteri
SPJE,Sphyraena jello,Sphyraena jello,NA,Species,Sphyraena,Sphyraenidae,Pickhandle Barracuda,Barracuda,Barracuda,NA,150,0.014,2.81,0.92,FL,0.85,0.92,Pisc,Piscivore,PISCIVORE,FB
SPPU,Sphyraena putnamae,Sphyraena putnamae,NA,Species,Sphyraena,Sphyraenidae,Sawtoothbarracuda,Barracuda,Barracuda,NA,104,0.00754,2.93069,0.9,FL,0.82,0.9,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SPQE,Sphyraena qenie,Sphyraena qenie,NA,Species,Sphyraena,Sphyraenidae,Blackfin Barracuda,Barracuda,Barracuda,NA,170,0.0056,3,0.92,FL,0.81,0.92,Pisc,Piscivore,PISCIVORE,FB (but only based on sample size of 1)
BARR,Sphyraenidae,Sphyraenidae,NA,Family,Sphyraenidae,Sphyraenidae,Sphyraenidae,Barracuda,Barracuda,NA,200,0.00576,3.01276,0.91,FL,NA,0.91,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SPLE,Sphyrna lewini,Sphyrna lewini,NA,Species,Sphyrna,Sphyrnidae,Scalloped Hammerhead,Shark,Hammerhead,NA,400,0.00415,3.2387,0.77,FL,NA,0.77,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SPMO,Sphyrna mokarran,Sphyrna mokarran,NA,Species,Sphyrna,Sphyrnidae,Great Hammerhead,Shark,Hammerhead,NA,610,0.00119,3.24,1,??,1,NA,Pisc,Piscivore,PISCIVORE,FB Australia value
HAMM,Sphyrnidae,Sphyrnidae,NA,Family,Sphyrnidae,Sphyrnidae,Sphyrnidae,Shark,Hammerhead,NA,600,0.0042,3.239,0.77,FL,NA,0.77,Pisc,Piscivore,PISCIVORE,Kulbicki Sphyrna lewini
SPDE,Spratelloides delicatulus,Spratelloides delicatulus,NA,Species,Spratelloides,Clupeidae,Delicate Round Herring,Rare_Families,Herring etc,NA,7,0.00929,3.314,0.94,FL,NA,0.94,Pk,Planktivore,PLANKTIVORE,Kulbicki Clupeid mean
JAWF,Stalix sp.,Stalix sp,NA,Genus,Stalix,Opistognathidae,Jawfish sp.,Rare_Families,Jawfish,NA,8,0.00931,2.99,1,TL,NA,NA,Pk,Planktivore,PLANKTIVORE,FB for Opistognathus whitehursti
STAL,Stegastes albifasciatus,Stegastes albifasciatus,NA,Species,Stegastes,Pomacentridae,Whitebar Gregory,Damselfish,Damselfish,NA,11,0.0296,3,1,TL,1,NA,H,Herbivore,PRIMARY,FB
STAU,Stegastes aureus,Stegastes aureus,NA,Species,Stegastes,Pomacentridae,Golden Gregory,Damselfish,Damselfish,NA,11,0.0349,2.9109,1,TL,1,NA,H,Herbivore,PRIMARY,FB mean for genus
STFA,Stegastes fasciolatus,Stegastes fasciolatus,NA,Species,Stegastes,Pomacentridae,Pacific Gregory,Damselfish,Damselfish,NA,16,0.0349,2.9109,1,TL,1,NA,H,Herbivore,PRIMARY,FB mean for genus
STLI,Stegastes lividus,Stegastes lividus,NA,Species,Stegastes,Pomacentridae,Blunt Snout Gregory,Damselfish,Damselfish,NA,13,0.0349,2.9109,1,TL,NA,NA,H,Herbivore,PRIMARY,NA
STMA,Stegastes marginatus,Stegastes marginatus,NA,Species,Stegastes,Pomacentridae,Hawaiian Gregory,Damselfish,Damselfish,NA,11,0.0349,2.9109,1,TL,1,NA,H,Herbivore,PRIMARY,FB mean for genus
STNI,Stegastes nigricans,Stegastes nigricans,NA,Species,Stegastes,Pomacentridae,Dusky Farmerfish,Damselfish,Damselfish,NA,14,0.03841,3.01,0.94,FL,NA,0.94,H,Herbivore,PRIMARY,Kulbicki 2005
STSP,Stegastes sp.,Stegastes sp,NA,Genus,Stegastes,Pomacentridae,Stegastes sp.,Damselfish,Damselfish,NA,15.5,0.03954,2.9891,0.93,FL,NA,0.93,H,Herbivore,PRIMARY,Kulbicki 2005
STFC,Stegostoma fasciatum,Stegostoma fasciatum,NA,Species,Stegostoma,Stegostomatidae,Zebra Shark,Shark,Zebra,NA,235,0.001,3.566,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki Carcharinidae mean
STLO,Stenella longirostris,Stenella longirostris,NA,Species,Stenella,Delphinidae,Spinner Dolphin,Rare_Families,Dolphin,NA,NONFISH,NONFISH,NONFISH,1,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,Dolphin
STBA,Stethojulis balteata,Stethojulis balteata,NA,Species,Stethojulis,Labridae,Belted Wrasse,Wrasse,Wrasse,NA,15,0.015,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB value for STBN
STBN,Stethojulis bandanensis,Stethojulis bandanensis,NA,Species,Stethojulis,Labridae,Red Shoulder Wrasse,Wrasse,Wrasse,NA,16,0.03035,2.581,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
STIN,Stethojulis interrupta,Stethojulis interrupta,NA,Species,Stethojulis,Labridae,Cutribbon Wrasse,Wrasse,Wrasse,NA,9,0.0292,2.608,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
STST,Stethojulis strigiventer,Stethojulis strigiventer,NA,Species,Stethojulis,Labridae,Three-Ribbon Wrasse,Wrasse,Wrasse,NA,15,0.01908,2.87626,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
STTR,Stethojulis trilineata,Stethojulis trilineata,NA,Species,Stethojulis,Labridae,Fourline Wrasse,Wrasse,Wrasse,NA,15,0.0072,3.257,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
SUBU,Sufflamen bursa,Sufflamen bursa,NA,Species,Sufflamen,Balistidae,Boomerang Triggerfish,Triggerfish,Triggerfish,NA,28,0.0216,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
SUCH,Sufflamen chrysopterum,Sufflamen chrysopterum,NA,Species,Sufflamen,Balistidae,Halfmoon Triggerfish,Triggerfish,Triggerfish,NA,22,0.0153,3.152,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
SUFR,Sufflamen fraenatum,Sufflamen fraenatum,NA,Species,Sufflamen,Balistidae,Masked Triggerfish,Triggerfish,Triggerfish,NA,38,0.02881318,3.03482768,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,Kulbicki
SYMO,Synchiropus moyeri,Synchiropus moyeri,NA,Species,Synchiropus,Callionymidae,Moyer's Dragonet,Rare_Families,Dragonet,Y,8,0.0407,2.5205,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB mean for genus
SYTU,Synchiropus tudorjonesi,Synchiropus tudorjonesi,NA,Species,Synchiropus,Callionymidae,Redback Dragonet,Rare_Families,Dragonet,Y,999,0.491,2.317,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Synchiropus spp.
PIPE,Syngnathidae,Syngnathidae,NA,Family,Syngnathidae,Syngnathidae,Syngnathidae,Rare_Families,Pipefishes and seahorses,Y,13,4.00E-04,4.12011,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
LIZA,Synodontidae,Synodontidae,NA,Family,Synodontidae,Synodontidae,Synodontidae,Rare_Families,Lizardfishes,Y,22,0.00848,3.0777,0.94,FL,NA,0.94,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
SYBI,Synodus binotatus,Synodus binotatus,NA,Species,Synodus,Synodontidae,Two-Spot Lizard Fish,Rare_Families,Lizardfishes,Y,17,0.0064,3,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB
SYDE,Synodus dermatogenys,Synodus dermatogenys,NA,Species,Synodus,Synodontidae,Sand Lizardfish,Rare_Families,Lizardfishes,Y,24,0.0067,3.201,0.95,FL,NA,0.95,Pisc,Piscivore,PISCIVORE,FB
SYJA,Synodus jaculum,Synodus jaculum,NA,Species,Synodus,Synodontidae,Lighthouse Lizardfish,Rare_Families,Lizardfishes,Y,20,0.0085,3.078,0.94,FL,NA,0.94,Pisc,Piscivore,PISCIVORE,Kulbicki Synodus mean
SYUL,Synodus ulae,Synodus ulae,NA,Species,Synodus,Synodontidae,Red Lizard Fish,Rare_Families,Lizardfishes,Y,30,0.0085,3.078,0.94,FL,NA,0.94,Pisc,Piscivore,PISCIVORE,Kulbicki Synodus mean
SYVA,Synodus variegatus,Synodus variegatus,NA,Species,Synodus,Synodontidae,Variegated Lizardfish,Rare_Families,Lizardfishes,Y,24,0.00314,3.4838,0.96,FL,NA,0.96,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
TATR,Taenianotus triacanthus,Taenianotus triacanthus,NA,Species,Taenianotus,Scorpaenidae,Leaf Scorpionfish,Rare_Families,Scorpionfish,Y,10,0.0246,2.908,1,FL,NA,1,Pisc,Piscivore,PISCIVORE,Kulbicki Scorpaenidae mean
TALY,Taeniura lymma,Taeniura lymma,NA,Species,Taeniura,Dasyatidae,Ribbontail Stingray,Rare_Families,Stingray,NA,35,0.0087,3,1,WD,NA,NA,MI,Mobile invertivore,SECONDARY,"FB- for T. grabata, an Atlantic sp. Of same genus"
TAME,Taeniurops meyeni,Taeniurops meyeni,Taeniura meyeni,Species,Taeniurops,Dasyatidae,Blotched Fantail Ray,Rare_Families,Stingray,NA,180,0.0087,3,1,DW,0.58,NA,MI,Mobile invertivore,SECONDARY,"FB for T. grabata, an Atlantic sp. Of same genus"
PUFF,Tetraodontidae,Tetraodontidae,NA,Family,Tetraodontidae,Tetraodontidae,Tetraodontidae,Rare_Families,Pufferfish,NA,76,0.03974,2.78843,1,FL,0.86,1,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
THAM,Thalassoma amblycephalum,Thalassoma amblycephalum,NA,Species,Thalassoma,Labridae,Bluntheaded Wrasse,Wrasse,Wrasse,NA,15,0.0095,3,1,TL,1,NA,Pk,Planktivore,PLANKTIVORE,FB
THBA,Thalassoma ballieui,Thalassoma ballieui,NA,Species,Thalassoma,Labridae,Blacktail Wrasse,Wrasse,Wrasse,NA,43,0.0123,3.097,0.98,FL,NA,0.98,MI,Mobile invertivore,SECONDARY,Kulbicki Thalassoma mean
THDU,Thalassoma duperrey,Thalassoma duperrey,NA,Species,Thalassoma,Labridae,Saddle Wrasse,Wrasse,Wrasse,NA,26,0.0123,3.097,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki Thalassoma mean
THCR,Thalassoma duperrey x lutescens hybrid,Thalassoma duperrey/lutescens hybrid,NA,Species,Thalassoma,Labridae,Saddle And Sunset Wrasse Hybrid,Wrasse,Wrasse,NA,26,0.0123,3.097,0.89,FL,NA,0.89,MI,Mobile invertivore,SECONDARY,NA
THDQ,Thalassoma duperrey x quinquevittatum hybrid,Thalassoma duperrey/quinquevittatum hybrid,NA,Species,Thalassoma,Labridae,Saddle And Fivestripe Wrasse Hybrid,Wrasse,Wrasse,NA,25,0.0123,3.097,0.89,FL,NA,0.89,MI,Mobile invertivore,SECONDARY,NA
THHA,Thalassoma hardwicke,Thalassoma hardwicke,NA,Species,Thalassoma,Labridae,Sixbar Wrasse,Wrasse,Wrasse,NA,20,0.01783,2.97765,0.93,FL,NA,0.93,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
THJA,Thalassoma jansenii,Thalassoma jansenii,NA,Species,Thalassoma,Labridae,Jansen's Wrasses,Wrasse,Wrasse,NA,20,0.01123,3,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB
THLN,Thalassoma lunare,Thalassoma lunare,NA,Species,Thalassoma,Labridae,Moon Wrasse,Wrasse,Wrasse,NA,25,0.0211,2.83173999,0.9,FL,NA,0.9,Pk,Planktivore,PLANKTIVORE,Kulbicki 2005
THLU,Thalassoma lutescens,Thalassoma lutescens,NA,Species,Thalassoma,Labridae,Yellow-Brown Wrasse,Wrasse,Wrasse,NA,25,0.013,3.04186,0.89,FL,0.97,0.89,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
THNI,Thalassoma nigrofasciatum,Thalassoma nigrofasciatum,NA,Species,Thalassoma,Labridae,Blackbarred Wrasse,Wrasse,Wrasse,NA,20,0.0123,3.097,0.9,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005 Thalassoma spp.
THPU,Thalassoma purpureum,Thalassoma purpureum,NA,Species,Thalassoma,Labridae,Surge Wrasse,Wrasse,Wrasse,NA,43,0.0259,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
THQU,Thalassoma quinquevittatum,Thalassoma quinquevittatum,NA,Species,Thalassoma,Labridae,Fivestripe Wrasse,Wrasse,Wrasse,NA,17,0.0139,3,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
THSP,Thalassoma sp.,Thalassoma sp,NA,Genus,Thalassoma,Labridae,Thalassoma sp.,Wrasse,Wrasse,NA,17.6,0.01231,3.09702,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
THTR,Thalassoma trilobatum,Thalassoma trilobatum,NA,Species,Thalassoma,Labridae,Christmas Wrasse,Wrasse,Wrasse,NA,33,0.0159,2.9718,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB mean for genus
THAL,Thunnus albacares,Thunnus albacares,NA,Species,Thunnus,Scombridae,Yellowfin Tuna,Tuna,Tuna,NA,210,0.0214,2.974,0.94,FL,NA,0.94,Pisc,Piscivore,PISCIVORE,FB
TORA,Torquigener randalli,Torquigener randalli,NA,Species,Torquigener,Tetraodontidae,Randall's Pufferfish,Rare_Families,Pufferfish,NA,12,0.03974,2.78843,1,FL,0.86,1,MI,Mobile invertivore,SECONDARY,Kulbicki for genus
TRBA,Trachinotus baillonii,Trachinotus baillonii,NA,Species,Trachinotus,Carangidae,Smallspotted Dart,Jack,Jack,NA,54,0.0311,2.7347,1,TL,1,NA,Pisc,Piscivore,PISCIVORE,FB mean for genus
TRBL,Trachinotus blochii,Trachinotus blochii,NA,Species,Trachinotus,Carangidae,Snubnose Pompano,Jack,Jack,NA,110,0.088,2.272,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB
TROB,Triaenodon obesus,Triaenodon obesus,NA,Species,Triaenodon,Carcharhinidae,Whitetip Reef Shark,Shark,Requiem,NA,213,0.0018,3.34393,0.8,FL,0.822,0.8,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
TRCA,Trimma caesiura,Trimma caesiura,NA,Species,Trimma,Gobiidae,Caesiura Dwarfgoby,Rare_Families,Goby,Y,3.5,0.0145,3,1,?,NA,NA,MI,Mobile invertivore,SECONDARY,FB mean for genus
TROK,Trimma okinawae,Trimma okinawae,NA,Species,Trimma,Gobiidae,Okinawa Rubble Goby,Rare_Families,Goby,Y,4,0.0264,2.623,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,NA
TREV,Trimmatom eviotops,Trimmatom eviotops,NA,Species,Trimmatom,Gobiidae,Red-Barred Rubble Goby,Rare_Families,Goby,Y,2.1,0.0264,2.623,1,FL,NA,1,Pk,Planktivore,PLANKTIVORE,Kulbicki Gobiidae mean
TUTR,Tursiops truncatus,Tursiops truncatus,NA,Species,Tursiops,Delphinidae,Bottlenose Dolphin,Rare_Families,Dolphin,NA,NONFISH,NONFISH,NONFISH,1,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,NONFISH,Dolphin
TYAC,Tylosurus acus,Tylosurus acus,NA,Species,Tylosurus,Belonidae,Agujon Needlefish,Rare_Families,Needlefish,NA,153,0.0025,3,1,TL,NA,NA,Pisc,Piscivore,PISCIVORE,NA
TYCR,Tylosurus crocodilus,Tylosurus crocodilus,NA,Species,Tylosurus,Belonidae,Houndneedlefish,Rare_Families,Needlefish,NA,135,0.00057,3.28481,0.97,FL,NA,0.97,Pisc,Piscivore,PISCIVORE,Kulbicki 2005
ULME,Ulua mentalis,Ulua mentalis,NA,Species,Ulua,Carangidae,Longrakered Trevally,Jack,Jack,NA,100,0.0631,2.72,0.8453085,SL,NA,NA,Pisc,Piscivore,PISCIVORE,FB
UNSU,Ungusurculus sundaensis,Ungusurculus sundaensis,NA,Species,Ungusurculus,Bythitidae,Sunda Viviparous Brotula,Rare_Families,Brotula,Y,6,0.0148,2.919,1,TL,NA,NA,MI,Mobile invertivore,SECONDARY,FB for Bidenichthys beeblebroxi
FISH,Unidentified fish sp.,Un-id fish sp,NA,Phylum,Unidentified,NA,Unidentified Fish sp.,Rare_Families,Unspecified Fish,NA,999,0.01067,3.17765,1,FL,NA,NA,X,X,X,Unknown fish
UPTA,Upeneus taeniopterus,Upeneus taeniopterus,NA,Species,Upeneus,Mullidae,Finstripe Goatfish,Goatfish,Goatfish,NA,33,0.0103,3.215,0.9,FL,NA,0.9,MI,Mobile invertivore,SECONDARY,Kulbicki Upeneus mean
UPTR,Upeneus tragula,Upeneus tragula,NA,Species,Upeneus,Mullidae,Freckled Goatfish,Goatfish,Goatfish,NA,24,0.0137,3.068,0.9,FL,0.821,NA,MI,Mobile invertivore,SECONDARY,Kulbicki 2005
URAS,Urogymnus asperrimus,Urogymnus asperrimus,NA,Species,Urogymnus,Dasyatidae,Porcupine Ray,Rare_Families,Stingray,NA,147,0.0094,3.352,1,WD,1,1,MI,Mobile invertivore,SECONDARY,Kulbicki Dasyatidae mean
URGR,Urogymnus granulatus,Urogymnus granulatus,Himantura granulata,Species,Urogymnus,Dasyatidae,Whitetail Stingray,Rare_Families,Stingray,NA,100,0.003,3,1,FL,NA,1,MI,Mobile invertivore,SECONDARY,FB for Himantura fae
URMA,Uropterygius macrocephalus,Uropterygius macrocephalus,NA,Species,Uropterygius,Muraenidae,Needle-Tooth Moray,Rare_Families,Moray,NA,45,5.00E-04,3.303,1,FL,NA,NA,MI,Mobile invertivore,SECONDARY,Kulbicki for Gymnothorax spp.
VAST,Valenciennea strigata,Valenciennea strigata,NA,Species,Valenciennea,Gobiidae,Blueband Goby,Rare_Families,Goby,Y,16,0.00929,3.0455,1,TL,1,NA,MI,Mobile invertivore,SECONDARY,FB value for genus
